ID;ID_etude;couche_materiel;UA;carre;numero;auteur;support;technotypo;mp;taxon;traces_anthrop;faune_brulee
K25-64;15530;C9;UA 3;K25;64;MG/GC;;lamelle retouchée (tronquées, appointées…);MARIN;;;
J26-68;15531;C9;UA 3;J26;68;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
J26-;15532;C9;UA 3;J26;;MG/GC;;lamelle retouchée (tronquées, appointées…);MARIN;;;
K25-;15533;C9;UA 3;K25;;MG/GC;;lamelle retouchée (tronquées, appointées…);MARIN;;;
K26-141;15534;C9;UA 3;K26;141;MG/GC;;lamelle retouchée (tronquées, appointées…);GDM;;;
K25-63;15535;C9;UA 3;K25;63;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15536;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15537;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);MARIN;;;
J26-;15538;C9;UA 3;J26;;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
J25-49;15539;C9;UA 3;J25;49;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
J26-90;15540;C9;UA 3;J26;90;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K25-50;15541;C9;UA 3;K25;50;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15542;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
J26-80;15543;C9;UA 3;J26;80;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K26-;15544;C9;UA 3;K26;;MG/GC;;lamelle retouchée (tronquées, appointées…);IND;;;
K23-11;15545;C9;UA 3;K23;11;MG/GC;;lamelle retouchée (tronquées, appointées…);IND;;;
K23-;15546;C9;UA 3;K23;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K23-;15547;C9;UA 3;K23;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15548;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);MARIN;;;
K23-221;15549;C9;UA 3;K23;221;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
K25-324;15550;C9;UA 3;K25;324;MG/GC;;lamelle retouchée (tronquées, appointées…);GDM;;;
J26-;15551;C9;UA 3;J26;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
J25-27;15552;C9;UA 3;J25;27;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K25-;15553;C9;UA 3;K25;;MG/GC;;lamelle retouchée (tronquées, appointées…);TER VERDIER;;;
J26-;15554;C9;UA 3;J26;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15555;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15556;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);IND;;;
J26-45;15557;C9;UA 3;J26;45;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
K26-;15558;C9;UA 3;K26;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15559;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K26-;15560;C9;UA 3;K26;;MG/GC;;lamelle retouchée (tronquées, appointées…);IND;;;
K26-;15561;C9;UA 3;K26;;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
K26-;15562;C9;UA 3;K26;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15563;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);GDM;;;
-;15564;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN;;;
-;15565;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15566;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);GDM;;;
-;15567;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);TUR ??;;;
K26-;15568;C9;UA 3;K26;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K24-77;15569;C9;UA 3;K24;77;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K23-;15570;C9;UA 3;K23;;MG/GC;;lamelle retouchée (tronquées, appointées…);MARIN;;;
K23-18;15571;C9;UA 3;K23;18;MG/GC;;lamelle retouchée (tronquées, appointées…);CALCEDOINE IND;;;
K25-45;15572;C9;UA 3;K25;45;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15573;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15574;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15575;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15576;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15577;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15578;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);TER AUR;;;
-;15579;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K23-;15580;C9;UA 3;K23;;MG/GC;;lamelle retouchée (tronquées, appointées…);TER VERDIER;;;
-;15581;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15582;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15583;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K26-;15584;C9;UA 3;K26;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K26-139;15585;C9;UA 3;K26;139;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN BLOND;;;
-;15586;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15587;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
K25-118;15588;C9;UA 3;K25;118;MG/GC;;lamelle retouchée (tronquées, appointées…);TER;;;
-;15589;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15590;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15591;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15592;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
J26-91;15593;C9;UA 3;J26;91;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
J26-88;15594;C9;UA 3;J26;88;MG/GC;;lamelle retouchée (tronquées, appointées…);CRISTAL;;;
J25-43;15595;C9;UA 3;J25;43;MG/GC;;lamelle retouchée (tronquées, appointées…);CRISTAL;;;
J26-;15596;C9;UA 3;J26;;MG/GC;;lamelle retouchée (tronquées, appointées…);CRISTAL;;;
J25-3;15597;C9;UA 3;J25;3;MG/GC;;lamelle retouchée (tronquées, appointées…);BAJ;;;
J25-24;15598;C9;UA 3;J25;24;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-4;15599;C9;UA 3;;4;MG/GC;;lamelle retouchée (tronquées, appointées…);MARIN;;;
J25-42;15600;C9;UA 3;J25;42;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
J26-66;15601;C9;UA 3;J26;66;MG/GC;;lamelle retouchée (tronquées, appointées…);GDM;;;
J26-75;15602;C9;UA 3;J26;75;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15603;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15604;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15605;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);JSP JUR;;;
J26-51;15606;C9;UA 3;J26;51;MG/GC;;lamelle retouchée (tronquées, appointées…);CRISTAL;;;
J25-19;15607;C9;UA 3;J25;19;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15608;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15609;C9;UA 3;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
J25-33;15610;C9;UA 3;J25;33;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
J26-73;15611;C9;UA 3;J26;73;MG/GC;;lamelle;SEN NOIR;;;
K26-128;15612;C9;UA 3;K26;128;MG/GC;;tablette;SEN NOIR;;;
K25-76;15613;C9;UA 3;K25;76;MG/GC;;tablette;GDM;;;
K26-36;15614;C8;UA 2;K26;36;MG/GC;lame;Burin;TER;;;
L23-55;15615;C8;UA 2;L23;55;MG/GC;éclat laminaire;Burin;TER CALCEDOINE;;;
K26-38;15616;C8;UA 2;K26;38;MG/GC;lame;Burin;TER;;;
K26-39;15617;C8;UA 2;K26;39;MG/GC;éclat;Burin;SEN BLOND;;;
K24-11;15618;C8;UA 3;K24;11;MG/GC;lame;Burin;SEN NOIR;;;
K26-136;15619;C8;UA 3;K26;136;MG/GC;lame;Burin;TER;;;
K22-1;15620;C8;UA 3;K22;1;MG/GC;lame;Burin;SEN NOIR;;;
J24-20;15621;C8;UA 3;J24;20;MG/GC;éclat cortical;Burin;TER;;;
J24-1;15622;C8;UA 3;J24;1;MG/GC;éclat laminaire;Burin;SEN NOIR;;;
K26-51;15623;C8;UA 3;K26;51;MG/GC;lame corticale;Burin;SEN NOIR;;;
K26-54;15624;C8;UA 3;K26;54;MG/GC;lame;Burin;GDM;;;
J24-23;15625;C8;UA 3;J24;23;MG/GC;lame;Burin;MARIN;;;
K24-37;15626;C8;UA 3;K24;37;MG/GC;ind;Burin;SEN NOIR;;;
K25-41;15627;C8;UA 3;K25;41;MG/GC;lame;Burin;SEN;;;
J26-41;15628;C8;UA 3;J26;41;MG/GC;éclat cortical;Burin;SEN NOIR;;;
2 sondage-;15629;C8;UA ?;2 sondage;;MG/GC;lame corticale;Burin;SEN NOIR;;;
-3;15630;C8;UA ?;;3;MG/GC;éclat laminaire;Burin;SEN NOIR;;;
K26-501;15631;C8;UA ?;K26;501;MG/GC;éclat cortical;Burin;SEN BLOND;;;
-1;15632;C8;UA ?;;1;MG/GC;lame;Burin;SEN;;;
K26-502;15633;C8;UA ?;K26;502;MG/GC;lame;Burin;MARIN;;;
K26-6;15634;C8;UA 2;K26;6;MG/GC;lame;Burin;MARIN;;;
K24-16;15635;C8;UA 3;K24;16;MG/GC;rognon;Nucleus;SEN NOIR;;;
K25-29;15636;C8;UA 2;K25;29;MG/GC;ind;Nucleus;TER;;;
K26-46;15637;C8;UA 2;K26;46;MG/GC;ind;Nucleus;TER;;;
K24-36;15638;C8;UA 3;K24;36;MG/GC;éclat;Nucleus;SEN NOIR;;;
J24-3;15639;C8;UA 3;J24;3;MG/GC;éclat;Nucleus;SEN BLOND;;;
L22-16;15640;C8;UA 2;L22;16;MG/GC;lamelle simple;LD;SEN NOIR;;;
I26-6;15641;C8;UA 3;I26;6;MG/GC;ind;LD;SEN NOIR;;;
K24-35;15642;C8;UA 3;K24;35;MG/GC;ind;LD;SEN NOIR;;;
L22-17;15643;C8;UA 2;L22;17;MG/GC;ind;LD;SEN BLOND;;;
-8;15644;C8;UA ?;;8;MG/GC;cdb;LD;SEN NOIR;;;
K24-41;15645;C8;UA 3;K24;41;MG/GC;lamelle pointue;LD;SEN NOIR;;;
J25-15;15646;C8;UA 3;J25;15;MG/GC;ind;LD;SEN NOIR;;;
L23-150;15647;C8;UA 2;L23;150;MG/GC;ind;LD;SEN NOIR;;;
K26-143;15648;C8;UA 3;K26;143;MG/GC;ind;LD;SEN BLOND;;;
-7;15649;C8;UA ?;;7;MG/GC;lamelle à pans revers pointue;LD;IND;;;
L23-;15650;C8;UA ?;L23;;MG/GC;ind;LD;TER CALCEDOINE;;;
K25-97;15651;C8;UA 3;K25;97;MG/GC;ind;LD;SEN BLOND;;;
K26-;15652;C8;UA ?;K26;;MG/GC;;cdb;SEN NOIR;;;
-;15653;C8;UA ?;;;MG/GC;;cdb;SEN NOIR;;;
L23-263;15654;C8;UA 2;L23;263;MG/GC;;cdb;SEN NOIR;;;
-;15655;C8;UA ?;;;MG/GC;;cdb;IND;;;
K26-;15656;C8;UA ?;K26;;MG/GC;;cdb;IND;;;
J26 C7-;15657;C8;UA 2;J26 C7;;MG/GC;;cdb  ;TER;;;
K24-29;15658;C8;UA 3;K24;29;MG/GC;;cdb à crête;TER AUR;;;
K26 C7-;15659;C8;UA 2;K26 C7;;MG/GC;;cdb à crête;SEN NOIR;;;
K24-31;15660;C8;UA 3;K24;31;MG/GC;;cdb à crête;TUR INF CHER;;;
K24-48;15661;C8;UA 3;K24;48;MG/GC;;cdb à crête;SEN NOIR;;;
K26-42;15662;C8;UA 2;K26;42;MG/GC;;cdb à crête;SEN BLOND;;;
J24-13;15663;C8;UA 3;J24;13;MG/GC;;cdb à crête;TER;;;
K25-40;15664;C8;UA 2;K25;40;MG/GC;;cdb à crête;SEN BLOND;;;
K24-42;15665;C8;UA 3;K24;42;MG/GC;;cdb à crête;SEN NOIR;;;
K26-40;15666;C8;UA 2;K26;40;MG/GC;;cdb à crête;TER;;;
K25-;15667;C8;UA ?;K25;;MG/GC;;cdb à crête;TER;;;
-;15668;C8;UA ?;;;MG/GC;;cdb à crête;TER;;;
K24-46;15669;C8;UA 3;K24;46;MG/GC;;cdb à crête;IND;;;
-;15670;C8;UA ?;;;MG/GC;;éclat;SEN NOIR;;;
-;15671;C8;UA ?;;;MG/GC;;éclat;SEN NOIR;;;
-;15672;C8;UA ?;;;MG/GC;;éclat;SEN NOIR CHARENTES?;;;
K26-118;15673;C8;UA 3;K26;118;MG/GC;;éclat;TER AUR;;;
-;15674;C8;UA ?;;;MG/GC;;éclat;SEN NOIR;;;
-;15675;C8;UA ?;;;MG/GC;;éclat;TER;;;
K25-;15676;C8;UA ?;K25;;MG/GC;;éclat;JSP;;;
K26-;15677;C8;UA ?;K26;;MG/GC;;éclat;SEN NOIR;;;
K26-;15678;C8;UA ?;K26;;MG/GC;;éclat;TER AUR;;;
K26-;15679;C8;UA ?;K26;;MG/GC;;éclat;IND;;;
J24-22;15680;C8;UA 3;J24;22;MG/GC;;éclat;SEN NOIR;;;
-;15681;C8;UA ?;;;MG/GC;;éclat;TER AUR;;;
-;15682;C8;UA ?;;;MG/GC;;éclat;GDM;;;
-;15683;C8;UA ?;;;MG/GC;;éclat;TER AUR;;;
K25-;15684;C8;UA ?;K25;;MG/GC;;éclat;MARIN;;;
-;15685;C8;UA ?;;;MG/GC;;éclat;SEN NOIR;;;
K26-;15686;C8;UA ?;K26;;MG/GC;;éclat;SEN NOIR CHARENTES?;;;
J24-27;15687;C8;UA 3;J24;27;MG/GC;;éclat;SEN NOIR;;;
K26-;15688;C8;UA ?;K26;;MG/GC;;éclat;MARIN;;;
-;15689;C8;UA ?;;;MG/GC;;éclat;MARIN;;;
-;15690;C8;UA ?;;;MG/GC;;éclat;SEN NOIR;;;
K24-23;15691;C8;UA 3;K24;23;MG/GC;;éclat;SEN NOIR CHARENTES?;;;
-;15692;C8;UA ?;;;MG/GC;;éclat;SEN NOIR;;;
K26-;15693;C8;UA ?;K26;;MG/GC;;éclat;SEN NOIR;;;
J24-16;15694;C8;UA 3;J24;16;MG/GC;;éclat;SEN NOIR;;;
I26-4;15695;C8;UA 3;I26;4;MG/GC;;éclat;IND;;;
K24-39;15696;C8;UA 3;K24;39;MG/GC;;éclat;TER;;;
K24-18;15697;C8;UA 3;K24;18;MG/GC;;éclat;TER AUR;;;
-;15698;C8;UA ?;;;MG/GC;;éclat;SEN NOIR CHARENTES?;;;
J24-24;15699;C8;UA 3;J24;24;MG/GC;;éclat;SEN NOIR CHARENTES?;;;
K24-21;15700;C8;UA 3;K24;21;MG/GC;;éclat;GDM;;;
-;15701;C8;UA ?;;;MG/GC;;éclat;TER AUR;;;
-;15702;C8;UA ?;;;MG/GC;;éclat;SEN NOIR CHARENTES?;;;
I26-2;15703;C8;UA 3;I26;2;MG/GC;;éclat;JSP JUR;;;
-;15704;C8;UA ?;;;MG/GC;;éclat;SEN BLOND;;;
K25-;15705;C8;UA ?;K25;;MG/GC;;éclat;JSP JUR;;;
J24-5;15706;C8;UA 3;J24;5;MG/GC;;éclat;SEN NOIR;;;
J24-14;15707;C8;UA 3;J24;14;MG/GC;;éclat;IND;;;
L24-196;15708;C8;UA 2;L24;196;MG/GC;;éclat;TER CALCEDOINE;;;
K24-38;15709;C8;UA 3;K24;38;MG/GC;;éclat;SEN NOIR;;;
-;15710;C8;UA ?;;;MG/GC;;éclat;SEN BLOND;;;
-9 sondage;15711;C8;UA ?;;9 sondage;MG/GC;;éclat;TUR INF CHER;;;
K26-;15712;C8;UA ?;K26;;MG/GC;;éclat;SEN NOIR;;;
K25-;15713;C8;UA ?;K25;;MG/GC;;éclat;JSP JUR;;;
K24-47;15714;C8;UA 3;K24;47;MG/GC;;éclat;TER;;;
K26-117;15715;C8;UA 3;K26;117;MG/GC;;éclat;SEN NOIR CHARENTES?;;;
L23-148;15716;C8;UA 2;L23;148;MG/GC;;éclat;SEN BLOND;;;
K25-;15717;C8;UA ?;K25;;MG/GC;;éclat;TER;;;
K26-;15718;C8;UA ?;K26;;MG/GC;;éclat;SEN NOIR;;;
K25-;15719;C8;UA ?;K25;;MG/GC;;éclat cortical à crête;SEN BLOND;;;
-;15720;C8;UA ?;;;MG/GC;;éclat;IND;;;
K24-15;15721;C8;UA 3;K24;15;MG/GC;;éclat cortical;SEN BLOND;;;
J24-9;15722;C8;UA 3;J24;9;MG/GC;;éclat;CRISTAL;;;
J26-24;15723;C8;UA 3;J26;24;MG/GC;;lame;SEN BLOND;;;
K25-;15724;C8;UA ?;K25;;MG/GC;;lame;TER;;;
K24-32;15725;C8;UA 3;K24;32;MG/GC;;lame;GDM;;;
K24-52;15726;C8;UA 3;K24;52;MG/GC;;lame;SEN NOIR;;;
-;15727;C8;UA ?;;;MG/GC;;lame;SEN NOIR;;;
K24-45;15728;C8;UA 3;K24;45;MG/GC;;lame;SEN NOIR;;;
K24-13;15729;C8;UA 3;K24;13;MG/GC;;lame;IND;;;
K26-;15730;C8;UA ?;K26;;MG/GC;;lame;SEN;;;
-;15731;C8;UA ?;;;MG/GC;;lame;SEN BLOND;;;
-;15732;C8;UA ?;;;MG/GC;;lame;SEN NOIR;;;
J24-8;15733;C8;UA 3;J24;8;MG/GC;;lame;SEN NOIR CHARENTES?;;;
-;15734;C8;UA ?;;;MG/GC;;lame à crête;SEN NOIR;;;
K25-38;15735;C8;UA 2;K25;38;MG/GC;;lame à crête;MARIN;;;
-;15736;C8;UA ?;;;MG/GC;;lame;SEN;;;
J24-12;15737;C8;UA 3;J24;12;MG/GC;;lame retouchée (tronquée…);MARIN;;;
-;15738;C8;UA ?;;;MG/GC;;lame corticale à crête;SEN NOIR;;;
K24-28;15739;C8;UA 3;K24;28;MG/GC;;lame corticale ret (tronquée…);SEN NOIR;;;
-6;15740;C8;UA ?;;6;MG/GC;;lame corticale ret (tronquée…);GDM;;;
-4;15741;C8;UA ?;;4;MG/GC;;lame corticale ret (tronquée…);SEN BLOND;;;
K26-120;15742;C8;UA 3;K26;120;MG/GC;;lame corticale ret (tronquée…);SEN BLOND;;;
K26-122;15743;C8;UA 3;K26;122;MG/GC;;lame corticale ret (tronquée…);MARIN;;;
J23-1;15744;C8;UA 3;J23;1;MG/GC;;lame retouchée (tronquée…);IND;;;
K25-98;15745;C8;UA 3;K25;98;MG/GC;;lame retouchée (tronquée…);SEN BLOND;;;
-5;15746;C8;UA ?;;5;MG/GC;;lame retouchée (tronquée…);SEN BLOND;;;
J24-11;15747;C8;UA 3;J24;11;MG/GC;;lame retouchée (tronquée…);SEN BLOND;;;
K24-44;15748;C8;UA 3;K24;44;MG/GC;;lame retouchée (tronquée…);SEN NOIR;;;
K24-17;15749;C8;UA 3;K24;17;MG/GC;;lame retouchée (tronquée…);MARIN;;;
I26-3;15750;C8;UA 3;I26;3;MG/GC;;lame retouchée (tronquée…);SEN NOIR;;;
I26-1;15751;C8;UA 3;I26;1;MG/GC;;lame retouchée (tronquée…);SEN NOIR;;;
L23-23;15752;C8;UA 2;L23;23;MG/GC;;lamelle;GDM;;;
K26-122;15753;C8;UA 3;K26;122;MG/GC;;lamelle;MARIN;;;
K25-;15754;C8;UA ?;K25;;MG/GC;;lamelle;IND;;;
K26-35;15755;C8;UA 2;K26;35;MG/GC;;lamelle;TER;;;
-;15756;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
J24-2;15757;C8;UA 3;J24;2;MG/GC;;lamelle;SEN NOIR;;;
K24-53;15758;C8;UA 3;K24;53;MG/GC;;lamelle;TER AUR;;;
K24-12;15759;C8;UA 3;K24;12;MG/GC;;lamelle;SEN;;;
J24-6;15760;C8;UA 3;J24;6;MG/GC;;lamelle;TER AUR;;;
K26-144;15761;C8;UA 3;K26;144;MG/GC;;lamelle;SEN NOIR;;;
J26-28;15762;C8;UA 3;J26;28;MG/GC;;lamelle;MARIN;;;
-;15763;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
-;15764;C8;UA ?;;;MG/GC;;lamelle;CRET;;;
J24-15;15765;C8;UA 3;J24;15;MG/GC;;lamelle;SEN BLOND;;;
K26 C7-;15766;C8;UA 2;K26 C7;;MG/GC;;lamelle;TER;;;
K24-25;15767;C8;UA 3;K24;25;MG/GC;;lamelle;SEN NOIR;;;
K24-40;15768;C8;UA 3;K24;40;MG/GC;;lamelle;SEN NOIR;;;
K24-30;15769;C8;UA 3;K24;30;MG/GC;;lamelle;SEN NOIR;;;
-;15770;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
K24-14;15771;C8;UA 3;K24;14;MG/GC;;lamelle;SEN NOIR;;;
K24-10;15772;C8;UA 3;K24;10;MG/GC;;lamelle;JSP JUR;;;
-;15773;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
K26 C7-;15774;C8;UA 2;K26 C7;;MG/GC;;lamelle;TER;;;
-;15775;C8;UA ?;;;MG/GC;;lamelle;GDM;;;
-;15776;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
L23-29;15777;C8;UA 2;L23;29;MG/GC;;lamelle;MARIN;;;
L24-77;15778;C8;UA 2;L24;77;MG/GC;;lamelle;GDM;;;
-;15779;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
-;15780;C8;UA ?;;;MG/GC;;lamelle;TER;;;
K24-49;15781;C8;UA 3;K24;49;MG/GC;;lamelle;SEN NOIR;;;
-;15782;C8;UA ?;;;MG/GC;;lamelle;GDM;;;
J24-26;15783;C8;UA 3;J24;26;MG/GC;;lamelle à crête;IND;;;
K24-25;15784;C8;UA 3;K24;25;MG/GC;;lamelle à crête;SEN BLOND;;;
-;15785;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
K26-44;15786;C8;UA 2;K26;44;MG/GC;;lamelle;MARIN;;;
-;15787;C8;UA ?;;;MG/GC;;lamelle;MARIN;;;
-;15788;C8;UA ?;;;MG/GC;;lamelle;SEN;;;
-;15789;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
-;15790;C8;UA ?;;;MG/GC;;lamelle;BAJ PUY D ISSOLUD;;;
-;15791;C8;UA ?;;;MG/GC;;lamelle;MARIN;;;
K26-140;15792;C8;UA 3;K26;140;MG/GC;;lamelle à crête;SEN BLOND;;;
L23-265;15793;C8;UA 2;L23;265;MG/GC;;lamelle retouchée (tronquées, appointées…);JSP;;;
-;15794;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
K26 C7-;15795;C8;UA 2;K26 C7;;MG/GC;;lamelle;IND;;;
K25-36;15796;C8;UA 2;K25;36;MG/GC;;lamelle;SEN NOIR;;;
K26-50;15797;C8;UA 2;K26;50;MG/GC;;lamelle;TER;;;
K26-43;15798;C8;UA 2;K26;43;MG/GC;;lamelle;MARIN;;;
-;15799;C8;UA ?;;;MG/GC;;lamelle;BAJ ?;;;
K26-140;15800;C8;UA 3;K26;140;MG/GC;;lamelle;SEN NOIR;;;
L22-18;15801;C8;UA 2;L22;18;MG/GC;;lamelle;MARIN;;;
K25-;15802;C8;UA ?;K25;;MG/GC;;lamelle;TER;;;
K26 C7-;15803;C8;UA 2;K26 C7;;MG/GC;;lamelle;SEN;;;
K24-51;15804;C8;UA 3;K24;51;MG/GC;;lamelle;SEN NOIR;;;
K25-42;15805;C8;UA 3;K25;42;MG/GC;;lamelle;SEN NOIR;;;
K26-142;15806;C8;UA 3;K26;142;MG/GC;;lamelle;SEN NOIR;;;
K24-22;15807;C8;UA 3;K24;22;MG/GC;;lamelle;SEN NOIR;;;
-;15808;C8;UA ?;;;MG/GC;;lamelle;SEN NOIR;;;
-;15809;C8;UA ?;;;MG/GC;;lamelle;SEN;;;
K25-;15810;C8;UA ?;K25;;MG/GC;;lamelle;BGC ?;;;
k26 C7-;15811;C8;UA 2;k26 C7;;MG/GC;;lamelle;BGC ?;;;
J24-7;15812;C8;UA 3;J24;7;MG/GC;;lamelle;SEN NOIR;;;
-;15813;C8;UA ?;;;MG/GC;;lamelle;SEN;;;
K25-37;15814;C8;UA 2;K25;37;MG/GC;;lamelle;TER;;;
-;15815;C8;UA ?;;;MG/GC;;lamelle;MARIN;;;
K26 C7-;15816;C8;UA 2;K26 C7;;MG/GC;;lamelle;SEN NOIR;;;
K26 C7-;15817;C8;UA 2;K26 C7;;MG/GC;;lamelle;TER;;;
K26 C7-;15818;C8;UA 2;K26 C7;;MG/GC;;lamelle;TER;;;
L24-76;15819;C8;UA 2;L24;76;MG/GC;;lamelle;TER;;;
K26 C7-;15820;C8;UA 2;K26 C7;;MG/GC;;lamelle;MARIN;;;
K26 C7-;15821;C8;UA 2;K26 C7;;MG/GC;;lamelle;TER;;;
-;15822;C8;UA ?;;;MG/GC;;lamelle;MARIN;;;
L23-;15823;C8;UA ?;L23;;MG/GC;;lamelle;MARIN;;;
K26 C7-;15824;C8;UA 2;K26 C7;;MG/GC;;lamelle à crête;SEN NOIR;;;
J24-19;15825;C8;UA 3;J24;19;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN BLOND;;;
-;15826;C8;UA ?;;;MG/GC;;lamelle corticale;SEN NOIR;;;
-;15827;C8;UA ?;;;MG/GC;;lamelle corticale;TER CALCEDOINE;;;
J24-17;15828;C8;UA 3;J24;17;MG/GC;;lamelle corticale;SEN NOIR;;;
-;15829;C8;UA ?;;;MG/GC;;lamelle corticale;SEN NOIR;;;
J26-;15830;C8;UA ?;J26;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15831;C8;UA ?;;;MG/GC;;lamelle retouchée (tronquées, appointées…);SEN NOIR;;;
-;15832;C8;UA ?;;;MG/GC;;lamelle retouchée (tronquées, appointées…);IND;;;
K25-;15833;C8;UA ?;K25;;MG/GC;;tablette;MARIN;;;
L23-25;15834;C8;UA 2;L23;25;MG/GC;;tablette;CRET;;;
K26-112;15835;C7;UA 2;K26;112;MG/GC;éclat;Burin;SEN BLOND;;;
J26-1;15836;C7;UA 2;J26;1;MG/GC;lame;Burin;BGC;;;
